trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount,price
550,Used,f,34899,2010,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,54,42995
550,CPO,f,28927,2011,Gray,5.5,Gasoline,New,unsp,Alloy,unsp,31,47895
550,Used,f,21801,2010,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,52,41500
550,CPO,f,21274,2011,White,5.5,Gasoline,Mid,unsp,unsp,unsp,55,64972
550,Used,t,47138,2011,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,30,39999
550,Used,f,34028,2011,White,5.5,Gasoline,SoA,unsp,unsp,unsp,52,55900
550,Used,t,35783,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,84,45990
550,Used,f,39655,2010,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,75,45999
550,Used,t,43565,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,36,44495
550,Used,f,74549,2010,White,5.5,Gasoline,Mid,Premium,Alloy,unsp,71,42999
550,CPO,t,27435,2011,White,5.5,Gasoline,SoA,unsp,unsp,unsp,2,55900
550,CPO,f,17745,2011,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,57,55900
550,Used,f,25159,2010,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,58,42999
550,Used,f,36000,2010,White,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,76,46500
550,Used,f,31740,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,54995
550,CPO,f,3224,2013,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,5,69900
550,Used,f,19385,2012,White,4.6,Gasoline,SoA,unsp,unsp,unsp,0,61995
550,CPO,f,37106,2013,Black,4.6,Gasoline,Mtn,Premium,Alloy,unsp,70,63993
550,Used,f,7302,2013,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,71,72990
550,Used,f,32889,2012,Black,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,90,59998
550,CPO,f,25067,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,18,72,65550
550,Used,t,15555,2013,White,4.6,Gasoline,SoA,Premium,unsp,unsp,52,69885
550,Used,t,21398,2012,Gray,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,71,51999
550,Used,t,20760,2012,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,77,48800
550,Used,t,13163,2012,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,81,52500
550,CPO,t,16088,2013,Black,4.6,Gasoline,ENC,Premium,Alloy,unsp,71,79900
550,Used,f,19058,2012,unsp,4.6,Gasoline,ESC,Premium,Alloy,unsp,65,66488
550,CPO,t,20315,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,72,69981
550,Used,f,18216,2013,Silver,4.6,Gasoline,ESC,Harman Kardon,unsp,unsp,54,58400
550,Used,f,50126,2013,Silver,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,71,45999
550,Used,f,58,2013,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,68,84900
550,Used,f,22791,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,55995
550,Used,f,12633,2013,unsp,4.6,Gasoline,SoA,Premium,Alloy,unsp,64,63899
550,Used,f,36181,2012,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,52,43900
550,CPO,t,37102,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,64,53900
550,CPO,f,15324,2013,unsp,4.6,Gasoline,SoA,unsp,unsp,unsp,7,64995
550,Used,f,20225,2013,White,4.6,Gasoline,Mid,Harman Kardon,Alloy,unsp,71,52995
550,Used,t,27371,2012,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,55,51999
550,CPO,t,20430,2013,Black,4.6,Gasoline,WSC,Premium,Alloy,unsp,75,60000
550,Used,t,6700,2013,Black,4.6,Gasoline,Mid,Harman Kardon,unsp,unsp,81,65895
400,Used,t,35165,2010,White,3.5,Hybrid,WSC,Harman Kardon,Alloy,unsp,66,37777
400,Used,f,31516,2011,Gray,3.5,Hybrid,SoA,unsp,unsp,unsp,0,44995
400,Used,f,70025,2010,Black,3.5,Hybrid,SoA,unsp,unsp,unsp,63,33877
63,Used,f,2594,2014,Gray,5.5,Gasoline,ENC,unsp,unsp,unsp,20,129800
63,New,f,7,2015,Green,5.5,Gasoline,Pac,unsp,unsp,20,12,156475
63,New,f,5,2015,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,1,181425
63,New,f,14,2015,White,5.5,Gasoline,Mid,unsp,unsp,unsp,3,179520
63,New,f,25,2014,White,5.5,Gasoline,New,unsp,unsp,unsp,11,164720
63,New,f,11,2015,unsp,5.5,Gasoline,ENC,Premium,Alloy,unsp,77,170920
63,New,f,5,2015,Silver,5.5,Gasoline,New,unsp,unsp,20,5,157425
63,New,f,50,2015,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,1,149665
63,New,f,43,2015,White,5.5,Gasoline,Mid,Premium,Alloy,unsp,66,149470
63,New,f,6,2015,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,0,154775
63,New,f,11,2015,unsp,5.5,Gasoline,Mid,unsp,unsp,unsp,1,153445
63,New,f,7,2015,Black,5.5,Gasoline,Pac,unsp,Alloy,20,87,157575
65,New,f,5,2015,Black,6,Gasoline,Pac,Premium,unsp,unsp,71,228825
550,New,f,956,2014,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,1,118265
550,New,f,13,2015,Black,unsp,Gasoline,SoA,unsp,unsp,unsp,0,104885
550,New,f,11,2015,White,4.6,Gasoline,SoA,unsp,unsp,19,13,103421
550,New,f,10,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,60,104795
550,New,f,19,2015,Gray,4.6,Gasoline,SoA,unsp,unsp,unsp,49,107605
550,New,f,18,2014,White,4.6,Gasoline,SoA,Premium,unsp,unsp,64,119755
550,New,f,13,2014,White,4.6,Gasoline,ESC,Premium,Alloy,unsp,69,104180
550,New,f,5,2014,Silver,4.6,Gasoline,Pac,Premium,unsp,unsp,76,101195
550,New,f,25,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,13,112280
550,New,f,28,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,18,79,107325
550,New,f,11,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,109015
550,New,f,12,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,18,76,105060
550,New,f,7,2015,Black,4.6,Gasoline,WSC,unsp,unsp,18,85,108365
550,New,f,12,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,48,107435
550,New,f,12,2015,unsp,4.6,Gasoline,ESC,unsp,unsp,unsp,1,120475
550,CPO,t,11428,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,37,109988
550,New,f,6,2014,unsp,4.6,Gasoline,Pac,unsp,Steel,18,72,105175
550,New,f,8,2015,Silver,unsp,unsp,SoA,unsp,unsp,unsp,0,104825
550,New,f,11,2015,Silver,4.6,Gasoline,SoA,Premium,unsp,unsp,77,100865
550,New,f,11,2015,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,2,105865
550,New,f,4,2015,Blue,4.6,Gasoline,SoA,Premium,unsp,unsp,77,119705
550,New,f,12,2014,Black,4.6,Gasoline,Pac,unsp,Steel,18,76,111690
550,New,f,6,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,3,132480
550,New,f,5,2015,Black,4.6,Gasoline,WSC,unsp,unsp,18,90,118665
550,New,f,5,2015,Green,4.6,Gasoline,Pac,unsp,unsp,unsp,0,111515
550,New,f,9,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,49,107575
550,New,f,10,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,19,79,113405
550,New,f,20,2014,Black,4.6,Gasoline,Mtn,Premium,Premium,unsp,68,113075
550,New,f,5,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0,110175
550,New,f,10,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,3,125380
550,New,f,1,2015,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,109300
550,New,f,5112,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,18,18,108865
550,CPO,t,9439,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,81,99995
550,New,f,5,2015,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,0,108230
550,New,f,9,2015,Silver,4.6,Gasoline,WSC,unsp,unsp,18,88,117305
550,New,f,10,2015,White,4.6,Gasoline,Pac,unsp,Alloy,18,105,107010
550,New,f,7,2014,Gray,4.6,Gasoline,Pac,unsp,unsp,unsp,3,121475
550,New,f,10,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,112815
550,New,f,10,2015,unsp,4.6,Gasoline,WSC,unsp,unsp,18,88,126760
550,New,f,7,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,19,13,99092
550,New,f,18,2014,unsp,4.6,Gasoline,SoA,Premium,Alloy,19,70,123450
550,New,f,8,2014,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,63,109115
550,New,f,21,2015,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,0,110815
550,New,f,5,2015,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,0,117715
550,CPO,f,10854,2014,Black,4.6,Gasoline,WSC,unsp,Steel,18,77,94888
550,New,f,15,2015,White,unsp,unsp,SoA,unsp,unsp,unsp,0,117985
550,New,f,5,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,1,95325
550,New,f,5,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,67,108785
550,New,f,53,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,2,110435
550,New,f,7,2015,Blue,4.6,Gasoline,Mid,unsp,unsp,19,2,110435
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,59,115565
550,New,f,1,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,65,113275
550,New,f,49,2014,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,66,107805
550,Used,t,6751,2015,Black,4.6,Gasoline,New,Premium,Alloy,unsp,66,96988
550,New,f,12,2015,Blue,4.6,Gasoline,WNC,unsp,unsp,unsp,0,120125
550,New,f,14,2015,Black,4.6,Gasoline,ENC,Premium,Alloy,19,80,119725
550,New,f,1,2015,Blue,4.6,Gasoline,SoA,Premium,Alloy,unsp,88,115065
550,New,f,5,2015,Black,4.6,Gasoline,ENC,Premium,unsp,unsp,74,115565
550,New,f,8,2014,Blue,4.6,Gasoline,Mid,unsp,unsp,unsp,63,106385
550,New,f,8,2014,Black,4.6,Gasoline,WNC,unsp,Alloy,18,52,111225
550,New,f,1,2015,Black,4.6,Gasoline,New,unsp,unsp,18,86,109855
550,New,f,9,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,19,76,109625
550,New,f,9,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,82,112375
550,New,f,15,2014,Black,4.6,Gasoline,WNC,unsp,unsp,unsp,46,109115
550,New,f,191,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,113750
550,New,f,4,2015,unsp,4.6,Gasoline,New,unsp,unsp,19,21,125670
550,New,f,12,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,19,79,117315
550,New,f,15,2015,Black,4.6,Gasoline,ENC,Premium,unsp,unsp,74,111865
550,New,f,6,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,18,90,112015
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,74,108145
550,New,f,15,2015,Silver,4.6,Gasoline,WNC,unsp,unsp,unsp,48,111525
550,New,f,12,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,20,92,111365
550,New,f,12,2014,White,4.6,Gasoline,New,unsp,unsp,unsp,54,104500
550,New,f,15,2015,Blue,4.6,Gasoline,Mid,unsp,unsp,19,4,109765
550,New,f,9,2015,White,4.6,Gasoline,Mid,Premium,unsp,unsp,74,124330
550,New,f,17,2015,White,4.6,Gasoline,Mid,unsp,unsp,18,79,104890
550,New,f,10,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,unsp,92,111365
550,New,f,7,2015,Green,4.6,Gasoline,Mid,unsp,unsp,unsp,2,117915
550,New,f,24,2015,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,1,114715
550,New,f,8,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,121765
550,New,f,7,2015,Silver,4.6,Gasoline,ENC,unsp,unsp,18,82,106125
550,New,f,8,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,20,74,111015
550,New,f,7,2015,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,0,121595
550,New,f,7,2014,Silver,4.6,Gasoline,ENC,unsp,unsp,unsp,0,106235
550,New,f,11,2014,Black,4.6,Gasoline,WNC,unsp,unsp,unsp,36,123665
550,New,f,7,2014,White,4.6,Gasoline,WNC,Premium,Alloy,unsp,49,112280
550,New,f,10,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,107135
550,New,f,10,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,1,111115
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,58,114575
550,New,f,10,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,57,108215
550,New,f,15,2015,Gray,4.6,Gasoline,Mid,unsp,unsp,unsp,0,112865
550,New,f,90,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,110555
550,New,f,10,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,58,110515
550,New,f,8,2014,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,0,105395
550,New,f,13,2015,Red,4.6,Gasoline,ENC,unsp,unsp,unsp,1,119745
550,New,f,135,2015,Black,4.6,Gasoline,WNC,unsp,Alloy,unsp,77,108325
550,New,f,8,2015,White,4.6,Gasoline,WNC,unsp,unsp,unsp,1,108180
550,New,f,6,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,30,111365
550,New,f,11,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,107,106910
550,New,f,10,2015,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,75,109870
550,New,f,11,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,84,118165
550,New,f,12,2014,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,66,115495
550,New,f,110,2015,White,4.6,Gasoline,New,unsp,Alloy,18,109,108530
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,73,111365
550,New,f,14,2015,Silver,4.6,Gasoline,ENC,Premium,unsp,unsp,77,108635
550,New,f,9,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,121980
550,New,f,8,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,84,128435
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,59,107245
550,New,f,5,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,114070
63,New,f,19,2015,Gray,5.5,Gasoline,Pac,unsp,unsp,20,14,228171
63,New,f,13,2015,Black,5.5,Gasoline,Pac,unsp,Alloy,20,101,176335
550,New,f,20,2015,Black,4.7,unsp,Mid,Premium,Alloy,19,106,149575
550,New,f,5,2015,Black,4.7,Gasoline,SoA,Premium,Alloy,20,77,139015
550,New,f,135,2015,Black,4.7,Gasoline,Pac,unsp,unsp,unsp,1,149575
550,New,f,31,2015,Black,4.7,unsp,Mid,Premium,Alloy,20,77,139015
550,New,f,42,2015,Black,4.7,Gasoline,New,unsp,unsp,unsp,1,138045
320,Used,f,165000,1995,Gold,3.2,Gasoline,WNC,unsp,Alloy,unsp,16,6800
420,Used,f,106444,1995,Black,4.2,Gasoline,Pac,Premium,unsp,unsp,26,3900
420,Used,f,213000,1999,White,4.2,Gasoline,ENC,unsp,Alloy,unsp,39,4990
420,Used,f,133097,1997,Black,4.2,Gasoline,SoA,unsp,Alloy,unsp,17,5995
500,Used,f,111680,1994,Purple,5,Gasoline,ESC,unsp,Alloy,unsp,33,4995
500,Used,f,78804,1996,Black,5,Gasoline,WNC,unsp,Alloy,unsp,50,9975
500,Used,f,94339,1999,Gold,5,Gasoline,SoA,unsp,Alloy,unsp,24,6877
500,Used,f,199235,1999,Silver,5,Gasoline,ENC,unsp,unsp,unsp,0,3500
500,Used,f,140477,1999,Beige,5,Gasoline,SoA,unsp,Alloy,unsp,26,3950
500,Used,f,130114,1997,White,5,Gasoline,ENC,Premium,unsp,17,31,3993
430,Used,f,67815,2003,Silver,4.3,Gasoline,ESC,Bose,unsp,unsp,37,12990
430,Used,f,133458,2000,Silver,4.3,Gasoline,ENC,unsp,unsp,unsp,34,7495
430,Used,t,119315,2001,Blue,4.3,Gasoline,SoA,Bose,Alloy,unsp,23,7995
430,Used,f,170265,2002,Black,4.3,Gasoline,Pac,unsp,unsp,unsp,16,7995
430,Used,f,160100,2005,Silver,4.3,Gasoline,Mtn,unsp,Alloy,unsp,53,8977
430,Used,f,77267,2005,Silver,4.3,Gasoline,ESC,Premium,Alloy,unsp,57,14943
430,Used,f,144353,2003,Silver,4.3,Gasoline,Mid,Bose,Alloy,17,49,5999
430,Used,f,92734,2001,Blue,4.3,Gasoline,Mtn,Bose,unsp,unsp,19,9991
430,Used,f,74339,2001,Silver,4.3,Gasoline,Pac,unsp,Alloy,unsp,21,9999
430,Used,f,155887,2001,Silver,4.3,Gasoline,ESC,unsp,Alloy,unsp,35,6932
430,Used,f,37620,2000,Silver,4.3,Gasoline,SoA,Bose,unsp,unsp,36,13988
430,Used,f,104679,2001,Black,4.3,Gasoline,SoA,unsp,unsp,unsp,5,8495
430,Used,f,109342,2004,White,4.3,Gasoline,ENC,Premium,Alloy,unsp,58,11985
430,Used,f,196700,2002,Gray,4.3,Gasoline,Mid,Bose,Alloy,16,42,5995
430,Used,f,120546,2005,Silver,4.3,Gasoline,WSC,unsp,Alloy,unsp,54,12119
430,Used,f,82350,2006,White,4.3,Gasoline,Pac,Bose,Alloy,unsp,65,12999
430,Used,f,116555,2000,Gray,4.3,Gasoline,SoA,unsp,unsp,unsp,6,9995
430,Used,f,79435,2001,White,4.3,Gasoline,SoA,unsp,unsp,unsp,5,9991
430,Used,f,111874,2002,unsp,4.3,Gasoline,Mid,unsp,Alloy,unsp,20,3895
430,Used,f,113450,2004,Black,4.3,Gasoline,SoA,Bose,unsp,unsp,42,15900
430,Used,f,90842,2002,Beige,4.3,Gasoline,SoA,Bose,Alloy,unsp,73,9995
430,Used,f,157276,2002,Silver,4.3,Gasoline,ENC,unsp,Alloy,unsp,57,4900
430,Used,f,194399,2004,White,4.3,Gasoline,SoA,Bose,Alloy,unsp,56,6995
55,Used,f,102030,2001,Black,5.4,Gasoline,SoA,unsp,unsp,unsp,1,6593
55,Used,t,87800,2002,Gold,5.4,Gasoline,ENC,Premium,Alloy,unsp,30,15995
55,Used,f,116827,2003,Silver,5.4,Gasoline,ENC,Bose,Alloy,unsp,47,11000
500,Used,f,106254,2001,Gray,5,Gasoline,ENC,unsp,unsp,unsp,10,8990
500,Used,f,97817,2001,Beige,5,Gasoline,Pac,unsp,Alloy,16,38,11900
500,Used,f,102574,2001,Black,5,Gasoline,Pac,Premium,unsp,unsp,9,9995
500,Used,f,57810,2000,Silver,5,Gasoline,ENC,unsp,Alloy,unsp,20,6995
500,Used,f,108232,2004,Black,5,Gasoline,SoA,unsp,unsp,unsp,1,9800
500,Used,f,141712,2002,Black,5,Gasoline,ENC,unsp,Alloy,unsp,27,9995
500,Used,f,169942,2001,Black,5,Gasoline,SoA,unsp,unsp,unsp,13,5999
500,Used,f,33508,2001,Silver,5,Gasoline,WSC,unsp,Alloy,16,41,14899
500,Used,f,72637,2002,unsp,5,Gasoline,SoA,unsp,Alloy,unsp,49,11900
500,Used,f,44434,2006,Gray,5,Gasoline,Pac,unsp,Alloy,unsp,75,20987
500,Used,f,103556,2001,Silver,5,Gasoline,SoA,unsp,unsp,unsp,0,6994
500,Used,f,137578,2004,Gold,5,Gasoline,WNC,Premium,Alloy,unsp,60,8995
500,Used,f,73409,2006,Silver,5,Gasoline,ENC,unsp,unsp,unsp,58,16839
500,Used,f,121000,2000,Black,5,Gasoline,ESC,unsp,Alloy,unsp,23,6999
500,Used,f,114513,2000,Silver,5,Gasoline,ENC,unsp,Alloy,unsp,54,9899
600,Used,f,75005,2005,Silver,5.5,Gasoline,ESC,unsp,Alloy,unsp,50,15495
600,Used,f,103254,2001,Black,5.8,Gasoline,WNC,Premium,unsp,unsp,21,9999
600,Used,f,27647,2002,unsp,5.8,Gasoline,SoA,unsp,Alloy,unsp,54,25900
65,Used,f,29712,2006,Black,6,Gasoline,Pac,unsp,unsp,unsp,46,42990
430,Used,f,160000,2004,Blue,4.3,Gasoline,WSC,unsp,unsp,unsp,27,6894
430,Used,f,77259,2006,Black,4.3,Gasoline,Mtn,unsp,unsp,unsp,5,15988
430,Used,f,121283,2003,Silver,4.3,Gasoline,ENC,unsp,unsp,unsp,15,8995
430,Used,f,76161,2006,Gray,4.3,Gasoline,ESC,unsp,unsp,unsp,70,17991
430,Used,f,180456,2005,Black,4.3,Gasoline,WNC,Bose,Alloy,unsp,53,8988
430,Used,f,97020,2004,unsp,4.3,Gasoline,Mid,unsp,unsp,unsp,5,11850
500,Used,f,66402,2005,Silver,5,Gasoline,SoA,Premium,Alloy,unsp,65,16499
550,Used,f,52299,2007,White,5.5,Gasoline,WSC,unsp,Alloy,unsp,61,32000
550,Used,f,70180,2008,Beige,5.5,Gasoline,WNC,Harman Kardon,unsp,unsp,36,34965
550,Used,f,55796,2008,Black,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,45,29999
550,Used,f,63000,2008,Black,5.5,Gasoline,Mtn,Premium,Alloy,22,69,32500
550,Used,t,32696,2009,White,5.5,Gasoline,Mtn,unsp,Alloy,unsp,27,53950
550,Used,f,50899,2009,Black,5.5,Gasoline,ESC,unsp,Alloy,unsp,69,36800
550,Used,f,56938,2007,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,30,29900
550,Used,f,75001,2007,Black,5.5,Gasoline,Mtn,Premium,Alloy,unsp,62,30000
550,Used,f,44050,2008,Silver,5.5,Gasoline,SoA,Harman Kardon,unsp,19,52,34990
550,Used,f,74451,2008,Gray,5.5,Gasoline,SoA,Premium,unsp,unsp,50,26999
550,Used,f,100415,2008,Black,5.5,Gasoline,WSC,Premium,unsp,unsp,60,24995
550,Used,f,51333,2009,Black,5.5,Gasoline,SoA,Premium,Alloy,19,73,35145
550,Used,f,101404,2007,Silver,5.5,Gasoline,ESC,unsp,unsp,unsp,0,22990
550,Used,f,104280,2007,Gray,5.5,Gasoline,ENC,unsp,Alloy,unsp,81,21990
550,Used,f,82439,2007,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,0,27900
550,Used,f,73257,2007,Blue,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,59,25700
550,Used,f,131025,2007,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,0,22995
550,Used,f,65356,2008,Silver,5.5,Gasoline,WSC,Premium,unsp,unsp,86,29973
550,Used,f,65773,2009,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,70,31695
550,Used,t,46754,2007,Silver,5.5,Gasoline,WSC,unsp,unsp,unsp,0,30991
550,Used,f,71454,2007,White,5.5,Gasoline,WSC,Premium,Alloy,unsp,62,26000
550,Used,f,72511,2007,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,77,25900
550,Used,f,45353,2008,Gray,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,51,38881
550,Used,f,57188,2007,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,51,29791
550,Used,f,107112,2008,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,43,24500
550,Used,f,72788,2008,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,2,30888
550,Used,f,46630,2007,Red,5.5,Gasoline,ENC,Harman Kardon,Alloy,19,58,28497
550,Used,f,67646,2007,Gray,5.5,Gasoline,Pac,Premium,Alloy,unsp,10,24888
550,Used,t,120063,2008,Gray,5.5,Gasoline,ENC,Premium,Alloy,unsp,63,23900
550,Used,f,46628,2009,Silver,5.5,Gasoline,Pac,Premium,unsp,unsp,41,39888
550,Used,f,66706,2007,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,34,26998
550,Used,t,69423,2007,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,62,30988
550,Used,f,82700,2008,Black,5.5,Gasoline,Pac,unsp,Alloy,unsp,48,29995
550,Used,f,104736,2008,Silver,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,97,27999
550,Used,f,87206,2008,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,62,30350
550,Used,t,56890,2008,Black,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,54,27995
600,Used,f,46032,2007,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,5,39900
600,Used,f,45346,2007,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,28,40900
63,Used,f,64363,2008,Black,6.3,Gasoline,SoA,unsp,unsp,unsp,28,39995
63,Used,t,31000,2008,Black,6.3,Gasoline,Pac,Premium,unsp,unsp,36,54999
63,Used,t,75540,2009,White,6.3,Gasoline,WSC,Harman Kardon,Alloy,unsp,57,42750
65,Used,f,69415,2007,Black,6,Gasoline,SoA,unsp,Alloy,unsp,55,39950
550,Used,f,63306,2010,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,50,38999
550,Used,f,32450,2011,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,73,45899
550,CPO,t,31700,2011,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,76,51991
550,Used,f,21898,2010,White,5.5,Gasoline,ESC,Premium,Alloy,unsp,60,51488
550,Used,f,48814,2010,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,58,39995
550,Used,t,45805,2011,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,86,51900
550,Used,f,41881,2010,Black,5.5,Gasoline,ESC,unsp,unsp,unsp,30,44995
550,Used,t,47324,2010,White,5.5,Gasoline,Pac,Harman Kardon,Premium,unsp,12,49154
550,CPO,f,19303,2010,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,62,53900
550,Used,t,52952,2011,Silver,5.5,Gasoline,SoA,Premium,Alloy,18,73,33999
550,Used,t,58867,2010,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,5,38988
550,Used,f,34159,2010,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,0,52995
550,CPO,t,36010,2011,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,41,59991
550,Used,t,44198,2011,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,66,36999
550,CPO,t,36691,2011,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,85,55995
550,Used,t,32935,2011,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,0,41888
550,CPO,t,36998,2010,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,19,47777
550,Used,t,55808,2010,White,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,18,41991
550,Used,t,28040,2011,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,91,48950
550,Used,t,49343,2011,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,66,48992
550,Used,f,79644,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,39,37000
