trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount,price
550,Used,f,27596,2010,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,64,39999
550,Used,f,46021,2010,Black,5.5,Gasoline,WNC,Harman Kardon,Alloy,unsp,80,42990
550,CPO,f,37653,2010,Silver,5.5,Gasoline,WSC,Premium,Alloy,unsp,85,43990
550,Used,t,68484,2011,Black,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,102,37652
550,Used,t,39099,2010,White,5.5,Gasoline,SoA,unsp,unsp,unsp,9,39999
550,Used,f,45111,2010,Blue,5.5,Gasoline,New,Harman Kardon,Alloy,unsp,68,38900
550,Used,f,19478,2010,Silver,5.5,Gasoline,WNC,unsp,Alloy,unsp,43,49800
550,CPO,t,33919,2011,Black,5.5,Gasoline,New,Premium,Alloy,unsp,68,49990
550,Used,t,56585,2011,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,18,36995
550,Used,f,51777,2011,Blue,5.5,Gasoline,SoA,Harman Kardon,Premium,unsp,54,40999
550,CPO,f,38252,2011,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,18,105,49900
550,Used,f,30248,2011,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,79,47998
550,Used,f,45717,2010,Gray,5.5,Gasoline,Mid,Premium,Alloy,unsp,74,36995
550,Used,f,67006,2011,Black,5.5,Gasoline,Mid,Bang Olufsen,Alloy,unsp,71,39995
550,Used,f,41096,2011,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,53,42999
550,CPO,t,35829,2011,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,18,73,57991
550,CPO,f,37999,2012,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,9,49988
550,CPO,f,8757,2013,Black,4.6,Gasoline,New,Premium,Alloy,unsp,76,75931
550,CPO,f,15563,2012,Silver,4.6,Gasoline,ENC,Premium,Alloy,unsp,78,65998
550,CPO,f,11519,2013,Black,4.6,Gasoline,ESC,Harman Kardon,unsp,19,41,73993
550,CPO,t,19940,2013,White,4.6,Gasoline,Mid,Harman Kardon,Alloy,unsp,76,59993
550,CPO,f,33631,2012,Black,4.6,Gasoline,New,unsp,unsp,unsp,13,63998
550,Used,f,20656,2012,Black,4.6,Gasoline,ENC,Harman Kardon,unsp,unsp,9,49800
550,Used,f,22478,2012,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,78,59991
550,CPO,f,17515,2013,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,89,64876
550,CPO,f,21991,2012,unsp,4.6,Gasoline,Mtn,unsp,unsp,unsp,4,64995
550,Used,f,17853,2013,Gray,4.6,Gasoline,ENC,Premium,Alloy,unsp,69,65000
550,CPO,f,25544,2012,Black,4.6,Gasoline,New,unsp,Alloy,unsp,37,67988
550,Used,t,33556,2012,Gray,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,52,57995
550,Used,t,30610,2012,White,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,73,46955
550,CPO,f,20154,2013,Black,4.6,Gasoline,ENC,Premium,Alloy,unsp,29,71992
550,Used,f,9692,2013,Silver,4.6,Gasoline,New,unsp,unsp,19,57,62998
550,CPO,t,11063,2013,Black,4.6,Gasoline,WNC,Harman Kardon,unsp,unsp,80,62950
550,Used,f,52114,2012,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,8,38990
550,Used,f,29254,2012,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,18,57,49900
550,CPO,f,7830,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,1,69900
550,Used,f,37968,2012,Green,4.6,Gasoline,SoA,Premium,Alloy,18,71,47999
550,Used,t,13177,2012,White,4.6,Gasoline,SoA,unsp,unsp,unsp,8,50990
550,Used,f,2815,2012,White,4.6,Gasoline,Mid,unsp,unsp,unsp,29,61991
550,CPO,f,22139,2013,Black,4.6,Gasoline,Mid,Harman Kardon,Alloy,18,73,74895
550,CPO,f,10376,2013,Black,4.6,Gasoline,SoA,Harman Kardon,unsp,unsp,46,72991
550,CPO,t,23412,2012,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,50,71981
550,CPO,f,34496,2012,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,73,54991
550,CPO,f,11678,2013,Black,4.6,Gasoline,New,unsp,Alloy,unsp,79,65994
550,CPO,t,26544,2013,White,4.6,Gasoline,Mid,unsp,unsp,unsp,87,62911
400,Used,f,65614,2010,White,3.5,Hybrid,SoA,unsp,Alloy,unsp,50,30925
400,Used,f,18767,2010,Gray,3.5,Hybrid,Pac,unsp,unsp,unsp,6,52910
600,New,f,4,2015,unsp,5.5,unsp,ESC,unsp,unsp,unsp,0,175305
63,New,f,6,2015,Black,5.5,Gasoline,Pac,unsp,unsp,20,13,154075
63,New,f,15,2015,Black,5.5,Gasoline,Pac,unsp,unsp,20,19,168502
63,New,f,8,2014,White,5.5,Gasoline,Pac,unsp,unsp,unsp,9,159185
63,New,f,15,2015,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,2,169165
63,New,f,30,2015,White,5.5,Gasoline,Pac,unsp,unsp,20,79,167370
63,New,f,9,2015,Black,5.5,Gasoline,Pac,unsp,Alloy,20,64,158515
65,New,f,17,2015,Gray,6,Gasoline,Mid,Premium,Alloy,unsp,76,234815
550,New,f,12,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,0,113215
550,New,f,17,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,119425
550,New,f,9,2014,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,0,104665
550,New,f,11,2014,White,4.6,Gasoline,ESC,unsp,Alloy,unsp,37,114360
550,New,f,8,2015,unsp,unsp,unsp,WSC,Premium,Alloy,unsp,100,124565
550,New,f,6,2015,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,1,111025
550,New,f,8,2015,Silver,4.6,Gasoline,WSC,Premium,Alloy,unsp,66,114205
550,New,f,14,2015,Black,4.6,Gasoline,SoA,unsp,unsp,19,12,106131
550,New,f,11,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,unsp,1,113945
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,83,113945
550,New,f,25,2015,Silver,4.6,Gasoline,Pac,Premium,Alloy,unsp,71,111005
550,New,f,5,2015,unsp,4.6,Gasoline,Pac,Premium,Alloy,unsp,67,121145
550,CPO,f,3085,2014,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,76,103864
550,Used,f,25,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,4,94588
550,New,f,8,2015,Beige,4.6,Gasoline,Pac,unsp,unsp,unsp,1,121650
550,New,f,13,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,117390
550,New,f,11,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,1,109300
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,20,12,106075
550,New,f,13,2015,Blue,4.6,Gasoline,Pac,unsp,unsp,20,12,106075
550,New,f,6,2015,White,4.6,Gasoline,Pac,unsp,unsp,19,8,114740
550,New,f,10,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,91,122725
550,New,f,7,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,70,113060
550,New,f,5,2014,White,4.6,Gasoline,Pac,Premium,unsp,unsp,76,112285
550,New,f,10,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,115445
550,New,f,8,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,66,112465
550,New,f,5,2015,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,66,100260
550,New,f,12,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,46,100615
550,New,f,6,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,3,117120
550,New,f,2,2014,Silver,4.6,Gasoline,ESC,Premium,Alloy,unsp,57,125285
550,New,f,11,2015,Black,4.6,Gasoline,Pac,unsp,Alloy,18,97,102375
550,New,f,5,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,58,105180
550,New,f,26,2015,White,4.6,Gasoline,Mtn,unsp,unsp,unsp,25,129445
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,14,116545
550,New,f,8,2015,White,4.6,Gasoline,Pac,Premium,Alloy,19,86,117840
550,New,f,45,2015,White,4.6,Gasoline,Mtn,unsp,unsp,20,10,114250
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,107435
550,New,f,10,2015,White,4.6,Gasoline,WSC,unsp,unsp,20,11,109300
550,New,f,15,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,96735
550,New,f,1,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,116545
550,New,f,17,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,3,95325
550,New,f,10,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,38,110540
550,New,f,10,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,107025
550,New,f,1,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,66,109765
550,New,f,7,2015,White,4.6,Gasoline,Mtn,unsp,unsp,unsp,10,122365
550,New,f,5,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,0,108505
550,New,f,6,2014,Silver,4.6,Gasoline,Pac,Premium,Alloy,unsp,67,118975
550,New,f,10,2015,Black,4.6,Gasoline,WSC,unsp,Alloy,18,90,117925
550,New,f,8,2014,Blue,4.6,Gasoline,Pac,unsp,Alloy,18,52,111140
550,New,f,6,2014,Gray,4.6,Gasoline,Pac,Premium,Alloy,unsp,70,116290
550,New,f,2,2015,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,57,102625
550,New,f,4651,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,80,124215
550,New,f,1,2015,Beige,4.6,Gasoline,SoA,unsp,unsp,unsp,1,117830
550,New,f,10,2014,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,54,102885
550,CPO,t,5092,2015,Black,4.6,Gasoline,WSC,unsp,unsp,18,87,106965
550,New,f,6,2015,Black,4.6,Gasoline,WSC,unsp,unsp,18,84,112955
550,New,f,19,2015,White,4.6,Gasoline,SoA,unsp,unsp,19,20,128110
550,New,f,32,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,18,79,113945
550,New,f,11,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,20,76,106345
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,20,12,104501
550,New,f,10,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,2,102125
550,New,f,6,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,72,111885
550,New,f,10,2015,Silver,4.7,unsp,Pac,unsp,unsp,unsp,2,107725
550,New,f,50,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,57,125425
550,New,f,6,2015,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,57,107010
550,New,f,5973,2015,unsp,4.7,unsp,Mid,Premium,Alloy,19,76,112865
550,New,f,9,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,0,106895
550,New,f,46,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,19,74,110605
550,New,f,10,2015,Green,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,108145
550,New,f,5,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,115565
550,New,f,10,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,10,102165
550,New,f,10,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,60,111985
550,New,f,10,2015,Black,4.6,Gasoline,WNC,unsp,unsp,unsp,48,110935
550,New,f,47,2014,White,4.6,Gasoline,Mid,Premium,Alloy,19,76,111170
550,New,f,115,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,63,109875
550,New,f,7,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,24,106910
550,New,f,6,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,118815
550,New,f,8,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,91,98325
550,New,f,15,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,2,112915
550,New,f,34,2015,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,66,114770
550,New,f,10,2014,Blue,4.6,Gasoline,New,unsp,Alloy,18,83,126075
550,New,f,6,2014,White,4.6,Gasoline,Mid,unsp,unsp,unsp,26,112510
550,New,f,10,2015,Blue,4.6,Gasoline,Mid,unsp,unsp,18,121,121415
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,19,3,110935
550,New,f,16,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,30,108815
550,New,f,10,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,17,104125
550,New,f,15,2014,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,67,104125
550,New,f,12,2015,Silver,4.6,Gasoline,WNC,Premium,Alloy,unsp,48,112425
550,Used,f,470,2015,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,28,114900
550,New,f,6,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,19,3,112185
550,New,f,11,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,19,73,107245
550,New,f,16,2014,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,106190
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,105625
550,New,f,26,2015,Black,4.6,Gasoline,New,Premium,Alloy,unsp,67,118615
550,New,f,8,2015,Silver,4.6,Gasoline,Mtn,Premium,Alloy,unsp,69,118165
550,New,f,8,2014,Blue,4.6,Gasoline,WNC,unsp,unsp,unsp,38,130935
550,New,f,1,2014,Black,4.6,Gasoline,New,unsp,unsp,unsp,52,126485
550,New,f,20,2014,White,4.6,Gasoline,New,unsp,Alloy,18,88,105680
550,New,f,15,2015,Red,4.6,Gasoline,New,unsp,unsp,unsp,5,119205
550,New,f,9,2015,Black,4.6,Gasoline,New,unsp,unsp,18,84,107915
550,New,f,9,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,2,113815
550,New,f,25,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,19,78,110085
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,59,106475
550,New,f,10,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,105745
550,New,f,5,2015,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,2,101410
550,New,f,1,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,112590
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,60,111785
550,New,f,6,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,74,139305
550,New,f,1,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,85,115565
550,New,f,16,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,57,108645
550,New,f,16,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,67,108530
550,New,f,8,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,19,13,115565
550,New,f,11,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,127675
550,CPO,f,8309,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,73,89883
550,New,f,6,2014,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,1,113065
550,New,f,15,2014,Blue,4.6,Gasoline,Mid,Premium,Alloy,20,71,107515
550,New,f,10,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,55,109330
550,New,f,10,2015,White,4.6,Gasoline,ENC,unsp,unsp,unsp,0,109430
550,New,f,25,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,94,106115
550,New,f,1,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,80,107245
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,59,114785
550,New,f,6,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,29,110435
550,New,f,17,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,113560
63,Used,f,450,2015,White,5.5,Gasoline,Mtn,unsp,unsp,unsp,6,186500
63,New,f,33,2015,Gray,5.5,Gasoline,Pac,unsp,unsp,20,16,185811
63,New,f,15,2015,unsp,5.5,Gasoline,Pac,unsp,unsp,unsp,0,165825
550,New,f,19,2015,unsp,4.7,Gasoline,Pac,unsp,Alloy,20,18,140525
unsp,New,f,22,2015,Black,4.7,Gasoline,ESC,unsp,Alloy,unsp,74,149575
550,New,f,10,2015,Silver,4.7,Gasoline,New,Premium,Alloy,unsp,65,135565
550,New,f,59,2015,White,unsp,unsp,Pac,unsp,unsp,unsp,0,135811
320,Used,f,131983,1996,Black,3.2,Gasoline,SoA,unsp,unsp,unsp,1,2999
320,Used,f,117189,1997,Gold,3.2,Gasoline,SoA,unsp,unsp,unsp,1,3500
420,Used,f,150807,1995,White,4.2,Gasoline,WSC,Premium,Alloy,unsp,23,5950
420,Used,f,70885,1999,Gold,4.2,Gasoline,Pac,unsp,unsp,unsp,0,10995
420,Used,f,144554,1998,Gold,4.2,Gasoline,SoA,unsp,unsp,unsp,0,4550
500,Used,f,129546,1995,Gray,5,Gasoline,New,Premium,Alloy,unsp,33,4995
500,Used,f,59411,1998,Black,5,Gasoline,WSC,Bose,Alloy,unsp,28,12995
500,Used,f,143530,1999,Black,5,Gasoline,SoA,Bose,Alloy,unsp,20,6399
350,Used,f,63347,2006,Silver,3.7,Gasoline,SoA,unsp,Alloy,unsp,49,15999
430,Used,f,94379,2004,Gray,4.3,Gasoline,SoA,Premium,unsp,unsp,37,12998
430,Used,f,143403,2000,Black,4.3,Gasoline,Mid,unsp,unsp,unsp,13,7995
430,Used,f,104777,2001,Black,4.3,Gasoline,Mid,unsp,unsp,unsp,42,5900
430,Used,f,77500,2006,White,4.3,Gasoline,Pac,unsp,Alloy,unsp,21,17980
430,Used,f,88041,2006,Silver,4.3,Gasoline,Pac,Bose,Premium,unsp,20,11777
430,Used,f,122898,2000,Black,4.3,Gasoline,SoA,unsp,Alloy,unsp,41,7499
430,Used,f,158841,2000,Black,4.3,Gasoline,SoA,unsp,unsp,unsp,21,6900
430,Used,f,106998,2006,Silver,4.3,Gasoline,WSC,unsp,Alloy,unsp,54,11995
430,Used,f,155000,2000,Gray,4.3,Gasoline,ENC,unsp,Alloy,unsp,20,5999
430,Used,f,112208,2003,Black,4.3,Gasoline,Pac,unsp,Alloy,unsp,52,8979
430,Used,f,183421,2001,Black,4.3,Gasoline,Pac,Premium,unsp,unsp,39,4995
430,Used,f,105726,2000,White,4.3,Gasoline,SoA,unsp,Alloy,unsp,19,8887
430,Used,f,256800,2002,Black,4.3,Gasoline,Pac,unsp,unsp,unsp,5,5490
430,Used,f,179920,2004,Silver,4.3,Gasoline,ESC,Premium,Alloy,unsp,46,7988
430,Used,t,62615,2004,Gray,4.3,Gasoline,SoA,Premium,Alloy,unsp,61,12972
430,Used,f,94071,2003,Silver,4.3,Gasoline,SoA,unsp,unsp,unsp,8,11998
430,Used,f,131282,2003,Black,4.3,Gasoline,New,unsp,Alloy,unsp,58,9999
430,Used,f,171200,2002,Silver,4.3,Gasoline,SoA,unsp,unsp,unsp,9,6999
430,Used,f,72141,2005,Black,4.3,Gasoline,Mid,unsp,unsp,unsp,5,4500
430,Used,f,18582,2000,Black,4.3,Gasoline,Mid,unsp,unsp,unsp,5,7999
430,Used,f,209874,2001,Silver,4.3,Gasoline,WSC,unsp,unsp,unsp,6,1899
430,Used,f,143585,2003,Black,4.3,Gasoline,Mid,Premium,Alloy,unsp,54,8000
55,Used,f,49654,2002,Silver,5.4,Gasoline,WSC,Bose,Chrome,unsp,44,15980
55,Used,f,104222,2001,Silver,5.4,Gasoline,Pac,Bose,unsp,unsp,10,8990
55,Used,f,76649,2003,Black,5.4,Gasoline,Pac,Bose,unsp,unsp,36,16888
55,Used,f,128989,2004,Black,5.4,Gasoline,Mtn,unsp,Alloy,unsp,47,11900
55,Used,f,79300,2003,White,5.4,Gasoline,SoA,Premium,Alloy,unsp,46,20998
55,Used,f,122500,2004,Gray,5.4,Gasoline,WSC,Bose,Alloy,unsp,50,9995
500,Used,f,136373,2002,Gray,5,Gasoline,WNC,Bose,unsp,unsp,43,7995
500,Used,f,119000,2003,Black,5,Gasoline,Pac,unsp,unsp,unsp,0,12995
500,Used,f,207325,2002,Black,5,Gasoline,ENC,Premium,unsp,unsp,41,3500
500,Used,f,108842,2004,Black,5,Gasoline,SoA,unsp,Alloy,unsp,60,11500
500,Used,f,153060,2002,Gold,5,Gasoline,SoA,Premium,Alloy,unsp,55,6990
500,Used,f,135935,2000,Silver,5,Gasoline,Pac,unsp,Alloy,unsp,24,8900
500,Used,f,65228,2006,Black,5,Gasoline,SoA,unsp,unsp,unsp,0,18971
500,Used,f,123340,2002,Black,5,Gasoline,ESC,Bose,unsp,unsp,33,8995
500,Used,t,78559,2004,Blue,5,Gasoline,SoA,unsp,Alloy,unsp,54,14995
500,Used,f,111912,2000,Black,5,Gasoline,SoA,unsp,Alloy,unsp,14,6995
500,Used,f,168438,2000,Red,5,Gasoline,Pac,unsp,unsp,unsp,42,10990
500,Used,f,243432,2001,Silver,5,Gasoline,WNC,unsp,Alloy,unsp,22,4995
500,Used,t,125164,2006,Black,5,Gasoline,WSC,unsp,Alloy,unsp,43,12500
500,Used,f,151565,2001,Black,5,Gasoline,SoA,unsp,Alloy,unsp,23,7995
500,Used,f,198929,2000,Black,5,Gasoline,ENC,unsp,Alloy,unsp,34,2999
500,Used,f,148753,2000,Black,5,Gasoline,Pac,unsp,unsp,unsp,0,7999
600,Used,f,115000,2005,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,28,13995
600,Used,f,72358,2004,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,46,25900
600,Used,f,68452,2004,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,5,14888
600,Used,f,82186,2003,Gray,5.5,Gasoline,Mid,unsp,Alloy,unsp,51,12895
600,Used,f,146740,2003,Purple,5.5,Gasoline,SoA,unsp,unsp,unsp,14,14988
600,Used,t,108150,2004,unsp,5.5,Gasoline,ENC,Bose,unsp,18,23,12995
600,Used,f,94000,2001,Black,5.8,Gasoline,SoA,unsp,unsp,unsp,0,10990
600,Used,f,89995,2002,Black,5.8,Gasoline,SoA,unsp,unsp,unsp,0,19999
600,Used,f,98804,2001,Black,5.8,Gasoline,SoA,unsp,Alloy,unsp,11,10981
65,Used,f,73240,2006,Silver,6,Gasoline,Pac,unsp,unsp,unsp,25,28900
430,Used,f,109109,2004,Silver,4.3,Gasoline,ENC,Bose,Alloy,unsp,81,12850
430,Used,f,90128,2004,Black,4.3,Gasoline,SoA,unsp,Alloy,18,54,9600
430,Used,f,112920,2004,Silver,4.3,Gasoline,Mid,unsp,Alloy,unsp,53,10995
430,Used,f,69471,2006,Silver,4.3,Gasoline,SoA,Bose,Alloy,17,48,18999
430,Used,f,109920,2006,Silver,4.3,Gasoline,Mtn,unsp,Alloy,unsp,54,8999
430,Used,f,118211,2004,unsp,4.3,Gasoline,WNC,unsp,Alloy,unsp,53,9980
430,Used,f,67712,2003,Black,4.3,Gasoline,SoA,Premium,Alloy,unsp,53,13450
430,Used,f,91700,2004,Silver,4.3,Gasoline,Mid,Premium,Alloy,unsp,57,14998
430,Used,f,111018,2004,Silver,4.3,Gasoline,WNC,Bose,unsp,unsp,42,11988
500,Used,f,122628,2005,Black,5,Gasoline,Mid,Premium,Alloy,unsp,57,12995
500,Used,f,135155,2006,Gray,5,Gasoline,New,unsp,Alloy,unsp,39,13877
500,Used,f,112792,2005,Blue,5,Gasoline,ENC,unsp,unsp,unsp,0,9995
500,Used,f,101884,2006,Silver,5,Gasoline,WNC,Premium,Alloy,unsp,51,13977
500,Used,f,97101,2006,Gray,5,Gasoline,Mid,Premium,Alloy,unsp,62,12995
550,Used,f,59834,2007,unsp,5.5,Gasoline,ESC,Harman Kardon,Alloy,unsp,58,27291
550,Used,f,95576,2007,Black,5.5,Gasoline,WSC,Premium,unsp,unsp,2,30000
550,Used,f,55958,2008,Black,5.5,Gasoline,Pac,unsp,Alloy,unsp,12,33495
550,Used,f,52992,2008,unsp,5.5,Gasoline,ESC,unsp,Alloy,unsp,49,33995
550,Used,f,53732,2008,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,70,28950
550,Used,t,30407,2008,Gray,5.5,Gasoline,WSC,unsp,Alloy,unsp,55,37888
550,Used,f,96515,2007,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,19,87,27990
550,Used,f,80067,2007,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,47,24990
550,Used,f,85188,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,62,23991
550,Used,f,47370,2007,Silver,5.5,Gasoline,Mtn,Premium,unsp,21,79,32999
550,Used,f,49229,2008,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,11,33888
550,Used,t,44195,2008,Black,5.5,Gasoline,Pac,Harman Kardon,Premium,unsp,26,36991
550,Used,f,19228,2007,Black,5.5,Gasoline,Mtn,unsp,Alloy,unsp,48,12995
550,Used,f,28813,2007,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,59,32995
550,Used,f,33315,2007,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,35,30990
550,Used,f,116293,2007,Silver,5.5,Gasoline,ESC,Premium,unsp,unsp,34,22900
550,Used,t,78294,2007,Silver,5.5,Gasoline,WSC,unsp,unsp,unsp,1,29885
550,Used,f,90451,2007,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,18,29995
550,Used,f,84286,2007,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,65,25995
550,Used,f,133514,2007,Gray,5.5,Gasoline,SoA,unsp,Alloy,unsp,76,18952
550,Used,f,61132,2007,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,67,26995
550,Used,f,62924,2008,Silver,5.5,Gasoline,ESC,Premium,Alloy,unsp,74,27192
550,Used,f,149059,2007,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,56,17000
550,Used,f,39450,2007,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,63,32944
550,Used,f,68598,2007,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,67,26995
550,Used,f,101236,2007,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,48,24995
550,Used,f,77618,2007,Silver,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,82,24966
550,Used,f,30733,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,48,28000
550,Used,f,116000,2007,Silver,5.5,Gasoline,Mtn,unsp,Alloy,unsp,48,22495
550,Used,f,108745,2007,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,52,22995
550,Used,f,38073,2009,Black,5.5,Gasoline,WSC,Premium,unsp,unsp,42,39999
550,Used,f,50525,2007,Black,5.5,Gasoline,Pac,unsp,Alloy,unsp,45,28995
550,Used,f,58956,2007,Silver,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,22,26991
550,Used,f,121179,2007,Silver,5.5,Gasoline,ENC,unsp,Alloy,unsp,47,20995
550,Used,f,89444,2007,Black,5.5,Gasoline,Mtn,unsp,Alloy,unsp,57,28990
550,Used,f,21610,2008,White,5.5,Gasoline,ENC,Premium,Alloy,unsp,70,48781
550,Used,f,79760,2008,White,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,66,31991
