trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount,logprice
550,CPO,t,19658,2013,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,70,4.792356664
550,CPO,f,8233,2013,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,70,4.919030998
550,Used,t,11494,2012,Gray,4.6,Gasoline,WSC,unsp,unsp,unsp,0,4.812853219
550,CPO,f,29453,2013,White,4.6,Gasoline,ESC,Premium,Alloy,unsp,79,4.835506671
550,Used,f,7572,2013,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,74,4.841984805
550,CPO,f,34751,2013,Black,4.6,Gasoline,Pac,unsp,Alloy,unsp,81,4.832496139
550,Used,f,23866,2013,White,4.6,Gasoline,SoA,unsp,unsp,unsp,2,4.798540159
550,Used,t,23178,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,2,4.785265754
550,CPO,f,22730,2012,Black,4.6,Gasoline,Mtn,Harman Kardon,unsp,unsp,29,4.778086101
550,CPO,f,14385,2013,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,4.825997012
550,Used,t,31774,2012,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,4.698926573
550,CPO,t,39153,2012,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,83,4.724161135
550,New,f,106,2013,Silver,4.6,Gasoline,Pac,Premium,Premium,unsp,55,5.007769108
550,Used,f,45558,2013,Red,4.6,Gasoline,Pac,unsp,Alloy,unsp,23,4.731492065
550,Used,f,9617,2013,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,3,4.819464966
550,Used,t,8414,2013,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,11,4.819497872
63,Used,f,4603,2011,Silver,5.5,Gasoline,WSC,Bang Olufsen,unsp,unsp,44,4.995196292
63,CPO,f,31315,2011,Black,5.5,Gasoline,Mid,Premium,Alloy,20,73,4.919051929
63,CPO,t,15584,2012,Silver,5.5,Gasoline,WSC,Premium,Alloy,unsp,77,4.968426907
63,CPO,f,7453,2012,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,81,4.943395577
63,Used,f,26326,2011,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,11,4.891537458
63,Used,f,19719,2012,Black,5.5,Gasoline,ENC,Premium,unsp,unsp,49,4.902002891
600,Used,t,22745,2011,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,73,4.903062843
600,Used,f,31072,2010,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,53,4.778144012
63,Used,f,26192,2010,Black,6.3,Gasoline,Pac,Harman Kardon,Alloy,unsp,76,4.798567783
63,CPO,f,15047,2010,Black,6.3,Gasoline,WSC,Harman Kardon,Alloy,unsp,76,4.806118897
63,Used,t,34448,2010,Black,6.3,Gasoline,ESC,unsp,unsp,unsp,59,4.868056362
550,Used,f,49825,2008,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,63,4.491067395
550,Used,t,75748,2008,Gray,5.5,Gasoline,Mid,unsp,unsp,unsp,9,4.474944335
550,Used,t,75247,2008,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,70,4.531389494
550,Used,t,59261,2009,White,5.5,Gasoline,WSC,Premium,Alloy,unsp,74,4.544068044
550,Used,f,69877,2008,White,5.5,Gasoline,Mtn,unsp,unsp,unsp,29,4.571650611
550,Used,f,52410,2008,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,66,4.504946355
550,Used,f,143335,2008,unsp,5.5,Gasoline,ENC,Premium,unsp,unsp,52,4.414956644
550,Used,f,64570,2009,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,72,4.474958884
550,Used,f,63127,2009,Blue,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,69,4.488550717
550,Used,f,59128,2008,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,82,4.541392008
550,Used,f,111759,2008,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,47,4.413299764
550,Used,f,137086,2009,Silver,5.5,Gasoline,Pac,unsp,Alloy,unsp,13,4.380048351
550,Used,f,16006,2009,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,69,4.600972896
550,Used,f,91259,2007,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,52,4.397940009
550,Used,f,70524,2008,Black,5.5,Gasoline,WNC,Harman Kardon,unsp,unsp,36,4.543621112
550,Used,f,98293,2008,White,5.5,Gasoline,ENC,Premium,unsp,unsp,50,4.397818389
550,Used,f,48655,2007,Gray,5.5,Gasoline,Mid,Premium,Alloy,unsp,55,4.51826382
550,Used,f,95997,2007,Red,5.5,Gasoline,SoA,Premium,Alloy,unsp,54,4.413299764
550,Used,f,129845,2008,Silver,5.5,Gasoline,Mid,Premium,unsp,unsp,62,4.311753861
550,Used,f,99000,2008,White,5.5,Gasoline,Mid,Premium,unsp,unsp,62,4.414889822
550,Used,t,109543,2007,White,5.5,Gasoline,WSC,Premium,unsp,unsp,44,4.341968408
550,Used,t,89187,2007,Gray,5.5,Gasoline,Mid,unsp,Alloy,unsp,66,4.413718765
550,Used,f,58879,2007,Blue,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,89,4.431218975
550,Used,f,91976,2007,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,65,4.361538971
550,Used,f,83181,2008,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,46,4.505082115
550,Used,f,32229,2008,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,64,4.770785758
550,Used,f,57495,2008,Silver,5.5,Gasoline,Mid,Premium,Alloy,unsp,66,4.568178248
550,Used,t,89305,2008,Gray,5.5,Gasoline,WSC,unsp,unsp,unsp,19,4.370883017
350,CPO,t,25402,2012,Black,3,Diesel,Pac,Harman Kardon,Alloy,unsp,28,4.755813898
350,CPO,f,71639,2012,Brown,3,Diesel,Mid,Premium,Alloy,unsp,69,4.621934077
350,CPO,f,42315,2012,unsp,3,Diesel,Pac,unsp,unsp,unsp,80,4.698709349
350,CPO,f,2325,2013,White,3,Diesel,SoA,Harman Kardon,Alloy,unsp,73,4.874476019
350,Used,f,27214,2012,Black,3,Diesel,SoA,unsp,unsp,unsp,19,4.778115058
550,Used,f,89392,2010,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,55,4.477048866
550,Used,t,50209,2010,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,50,4.690151762
550,Used,f,39345,2011,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,56,4.633458356
550,CPO,t,51979,2011,Blue,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,72,4.672079377
550,Used,f,30379,2011,Black,5.5,Gasoline,WSC,unsp,Alloy,unsp,11,4.698952632
550,Used,f,54557,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,53,4.602049134
550,Used,f,45144,2011,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,3,4.632457292
550,Used,t,35848,2010,Gray,5.5,Gasoline,ENC,Premium,Alloy,unsp,71,4.602005701
550,Used,t,40243,2010,Blue,5.5,Gasoline,SoA,Premium,Alloy,18,75,4.591053471
550,CPO,t,29426,2011,Silver,5.5,Gasoline,Mtn,Premium,Alloy,unsp,80,4.643403322
550,Used,f,63270,2011,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,87,4.579646429
550,CPO,f,27382,2010,Gray,5.5,Gasoline,ENC,unsp,Alloy,unsp,38,4.652246341
550,CPO,f,28000,2010,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,75,4.770844651
550,Used,f,22029,2010,Blue,5.5,Gasoline,SoA,unsp,unsp,unsp,58,4.672005445
550,Used,f,28724,2010,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,52,4.653202863
550,Used,t,67623,2011,White,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,19,4.643403322
550,Used,t,54617,2010,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,69,4.556242178
550,CPO,t,27463,2010,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,69,4.643324343
550,Used,f,17216,2010,White,5.5,Gasoline,Mtn,Premium,unsp,unsp,53,4.62838893
550,CPO,f,21985,2011,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,67,4.732385717
550,CPO,t,37129,2011,Black,5.5,Gasoline,WNC,Harman Kardon,Alloy,18,104,4.698943946
550,CPO,t,13383,2011,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,69,4.69871804
550,Used,t,20267,2011,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,87,4.66274839
550,Used,t,32151,2011,Silver,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,36,4.623197586
550,Used,t,23346,2011,White,5.5,Gasoline,ENC,Harman Kardon,unsp,unsp,14,4.755722445
550,CPO,f,30203,2011,Black,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,66,4.753008215
550,CPO,f,21676,2012,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,52,4.747854423
550,Used,f,51725,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,4.694605199
550,CPO,t,12699,2012,Black,4.6,Gasoline,Mtn,Premium,Alloy,unsp,68,4.778093341
550,CPO,t,15283,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,85,4.770115295
550,CPO,f,21727,2013,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,81,4.826029426
550,CPO,f,20803,2012,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,80,4.763368087
550,CPO,f,2622,2013,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,4,4.949346087
550,Used,t,57734,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,18,4.643403322
550,Used,f,39465,2012,Silver,4.6,Gasoline,SoA,Harman Kardon,Premium,unsp,53,4.724226701
550,Used,f,37969,2013,Black,4.6,Gasoline,WSC,Premium,unsp,unsp,40,4.698926573
550,Used,t,6583,2013,White,4.6,Gasoline,SoA,Premium,Alloy,18,74,4.844477176
550,CPO,f,51580,2012,unsp,4.6,Gasoline,New,Premium,Alloy,unsp,69,4.67198696
550,CPO,f,31803,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,74,4.755821518
550,CPO,f,29848,2012,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,4.791690649
550,Used,f,55046,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,4,4.579726449
550,Used,f,51980,2012,Blue,4.6,Gasoline,SoA,Harman Kardon,unsp,unsp,54,4.602049134
550,Used,t,21972,2012,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,4,4.778115058
550,CPO,t,11758,2013,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,76,4.845085631
550,Used,f,24837,2013,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,1,4.769377326
550,New,f,59,2013,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,5.029931374
550,CPO,t,20778,2013,Blue,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,4.874481818
550,CPO,f,10315,2013,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,80,4.869167158
550,Used,f,44815,2013,Gray,4.6,Gasoline,Mid,Premium,Alloy,unsp,70,4.653212514
550,CPO,f,29472,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,96,4.781712302
550,CPO,f,29832,2012,Silver,4.6,Gasoline,New,Premium,Alloy,unsp,83,4.724226701
550,Used,f,29966,2013,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,1,4.723865964
550,CPO,f,21149,2012,Black,4.6,Gasoline,ESC,Harman Kardon,Alloy,18,96,4.792384685
550,Used,t,22943,2012,Silver,4.6,Gasoline,Mid,Bang Olufsen,Alloy,unsp,69,4.825361196
550,CPO,f,20365,2013,White,4.6,Gasoline,ENC,Harman Kardon,Alloy,unsp,67,4.79914059
550,New,f,10,2013,Blue,4.6,Gasoline,New,Premium,Alloy,unsp,69,5.024259842
400,Used,t,55147,2010,unsp,3.5,Hybrid,Mid,unsp,unsp,unsp,53,4.69019608
600,New,f,25,2015,Black,6,Gasoline,ENC,Bang Olufsen,unsp,19,70,5.21398235
600,New,f,46,2015,Black,6,Gasoline,Mid,Premium,Alloy,unsp,73,5.232449724
600,New,f,7,2015,Black,6,Gasoline,Pac,unsp,unsp,unsp,2,5.240436916
63,New,f,16,2015,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,78,5.200070365
63,New,f,14,2015,Silver,5.5,Gasoline,SoA,unsp,Alloy,20,63,5.231303895
63,New,f,10,2015,Black,5.5,Gasoline,ESC,Premium,Alloy,unsp,55,5.200070365
63,New,f,6,2015,White,5.5,Gasoline,Pac,unsp,unsp,20,22,5.209195879
63,New,f,98,2014,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,61,5.214962998
63,New,f,21,2015,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,0,5.233972809
63,New,f,9,2015,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,76,5.200070365
63,New,f,15,2015,unsp,5.5,Gasoline,Pac,unsp,unsp,unsp,71,5.22278148
63,New,f,23,2015,unsp,5.5,Gasoline,Mid,unsp,unsp,unsp,1,5.201055564
63,New,f,7,2015,unsp,5.5,Gasoline,ENC,unsp,unsp,20,76,5.202079441
63,New,f,3956,2014,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,107,5.178646067
63,New,f,23,2015,unsp,5.5,Gasoline,Mtn,unsp,unsp,unsp,0,5.223807338
unsp,New,f,7,2015,Black,unsp,unsp,Pac,unsp,unsp,unsp,2,5.354367785
65,New,f,5,2015,Black,unsp,unsp,Pac,unsp,unsp,unsp,0,5.353002078
65,New,f,6,2015,Silver,6,Gasoline,Pac,Bang Olufsen,unsp,20,65,5.35213426
550,CPO,f,5046,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,58,4.995635195
550,New,f,11,2014,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,64,5.032719467
550,New,f,10,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.058672713
550,New,f,10,2014,White,4.6,Gasoline,SoA,Premium,unsp,unsp,66,5.023334783
550,New,f,14,2015,unsp,4.6,Gasoline,SoA,unsp,unsp,19,24,5.126433392
550,New,f,14,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,85,5.02561304
550,New,f,10,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,87,5.045968072
550,New,f,3,2015,Silver,4.6,Gasoline,ESC,Premium,Alloy,20,73,5.026185853
550,New,f,7,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,4.992663955
550,New,f,3,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,79,5.055970495
550,New,f,15,2015,Black,4.6,Gasoline,SoA,unsp,unsp,19,16,5.080373917
550,New,f,5,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,18,81,5.066493646
550,New,f,10,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,86,5.066493646
550,New,f,7,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,84,5.052655473
550,New,f,7,2015,unsp,4.6,Gasoline,ESC,Premium,Alloy,unsp,70,5.086163998
550,New,f,5403,2014,Silver,4.6,Gasoline,New,unsp,unsp,20,17,5.080860885
550,New,f,8,2015,Blue,unsp,unsp,SoA,unsp,unsp,unsp,0,5.058445005
550,New,f,26,2015,White,4.6,Gasoline,Mtn,unsp,unsp,unsp,12,5.043283666
550,New,f,12,2015,Black,4.6,Gasoline,WSC,unsp,unsp,18,89,5.077785645
550,New,f,8,2014,White,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.046729222
550,CPO,f,16621,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,72,4.928902575
550,New,f,16,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.040463882
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,4.984954647
550,New,f,12,2015,unsp,4.6,Gasoline,SoA,unsp,unsp,18,88,5.065766388
550,New,f,9,2014,White,4.6,Gasoline,WSC,unsp,unsp,unsp,0,5.010342366
550,New,f,5,2014,Blue,4.6,Gasoline,Pac,Premium,unsp,unsp,65,5.01027875
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,Alloy,18,87,5.100422244
550,New,f,6,2015,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,67,4.991491889
550,New,f,57,2014,Red,4.6,Gasoline,SoA,unsp,unsp,unsp,17,5.078311787
550,New,f,8,2015,unsp,4.6,Gasoline,Pac,unsp,unsp,20,11,5.028498051
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.015045239
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,15,5.068352866
550,New,f,18,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,65,5.016009035
550,CPO,f,1613,2014,Black,4.6,Gasoline,WSC,unsp,Alloy,unsp,60,5.052135809
550,New,f,12,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,19,11,5.003426063
550,New,f,7,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,2,5.01006663
550,New,f,10,2015,unsp,4.6,Gasoline,Pac,unsp,unsp,19,10,5.032940938
550,New,f,8,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,84,5.039394288
550,New,f,8,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,83,5.104555391
550,Used,f,9651,2014,Black,4.6,Gasoline,WSC,unsp,unsp,18,75,4.948896876
550,New,f,10,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,71,5.111380147
550,New,f,14,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,15,5.015024263
550,New,f,7,2014,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,1,5.023602224
550,New,f,9,2015,Black,4.6,Gasoline,Pac,Premium,unsp,unsp,72,5.097968401
550,New,f,3,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,57,5.020878978
550,New,f,5,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.075802354
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.043499816
550,New,f,7,2015,unsp,4.6,Gasoline,Pac,unsp,unsp,20,4,5.043460524
550,New,f,2,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,76,5.040127442
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.073571728
550,New,f,12,2015,Black,4.6,Gasoline,WSC,unsp,unsp,18,89,5.086769014
550,New,f,4,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,76,5.060301129
550,New,f,11,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.10539095
550,New,f,12,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.069963938
550,New,f,26,2015,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,0,5.103495844
550,New,f,25,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,70,5.056695273
550,New,f,7,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,66,5.058065228
550,New,f,8,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,18,86,5.026185853
550,Used,t,10907,2014,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,46,5.068167302
550,New,f,11,2014,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,14,5.049276183
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,18,81,5.026880398
550,New,f,13,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,70,5.060943242
550,New,f,11,2015,White,4.6,Gasoline,Mid,Premium,unsp,unsp,77,5.057171442
550,New,f,12,2014,Silver,4.6,Gasoline,Mtn,Premium,Alloy,unsp,63,5.060225524
550,New,f,7,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,73,5.050476427
550,New,f,6,2015,unsp,4.6,Gasoline,New,Premium,unsp,unsp,74,5.10710817
550,New,f,32,2015,unsp,4.6,Gasoline,Mid,Premium,Alloy,19,68,5.057552001
550,New,f,15,2015,White,4.6,Gasoline,Mid,Premium,unsp,unsp,74,5.046221937
550,New,f,12,2015,Silver,4.6,Gasoline,WNC,Premium,Alloy,unsp,57,5.100766744
550,New,f,12,2015,Blue,4.6,Gasoline,ENC,unsp,unsp,19,12,5.043106736
550,New,f,11,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,5.052809328
550,New,f,16,2015,Red,4.6,Gasoline,Mid,Premium,Alloy,unsp,58,5.074834719
550,Used,f,3708,2014,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,83,4.954232858
550,New,f,17,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,59,5.029728641
550,New,f,15,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,125,5.074834719
550,New,f,11,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,5.033725244
550,New,f,10,2015,White,4.6,Gasoline,ENC,Premium,unsp,unsp,74,5.034949147
550,New,f,100,2015,Black,4.6,Gasoline,New,unsp,unsp,18,17,5.05078563
550,New,f,4,2015,Silver,4.6,Gasoline,Mtn,Premium,unsp,unsp,74,5.065448996
550,New,f,5,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,5.108108165
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,59,5.045068588
550,New,f,12,2015,White,4.6,Gasoline,SoA,Premium,Alloy,19,83,5.056790548
550,New,f,7,2015,Black,4.6,Gasoline,Mid,unsp,Alloy,18,89,5.062826324
550,New,f,8,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,5.05298235
550,New,f,10,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,66,5.007214181
550,New,f,5,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,73,5.023766722
550,New,f,10,2015,Blue,4.6,Gasoline,New,unsp,unsp,19,11,5.060943242
550,New,f,1,2014,Blue,4.6,Gasoline,Mid,unsp,unsp,unsp,3,5.063858549
550,New,f,7,2014,Silver,4.6,Gasoline,Mtn,unsp,unsp,unsp,61,5.087337671
550,New,f,8,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,1,5.076458388
550,New,f,3,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,79,5.018991595
550,New,f,10,2015,Silver,4.6,unsp,Mid,Premium,Alloy,unsp,57,5.052559286
550,New,f,9,2015,White,unsp,unsp,Mid,unsp,unsp,unsp,0,5.033584576
550,New,f,8,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,73,5.045068588
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,5.045068588
550,New,f,9,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,18,77,5.027451543
550,New,f,10,2014,Blue,4.6,Gasoline,Mid,Premium,Alloy,unsp,55,5.035989757
550,New,f,3,2015,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,51,5.051229723
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,78,5.050631056
550,New,f,20,2015,Blue,4.6,Gasoline,Mtn,unsp,unsp,unsp,84,5.064326932
550,New,f,12,2015,Black,4.6,Gasoline,New,Premium,unsp,unsp,74,5.096823145
550,New,f,70,2015,Silver,4.6,Gasoline,WSC,Premium,Alloy,unsp,66,5.045068588
63,New,f,30,2015,Gray,5.5,unsp,SoA,unsp,unsp,unsp,1,5.297048867
63,New,f,11,2015,unsp,5.5,Gasoline,ENC,unsp,unsp,20,93,5.231143237
63,New,f,12,2015,Black,5.5,Gasoline,New,Premium,unsp,unsp,90,5.255067373
550,New,f,15,2015,Silver,4.7,Gasoline,Mid,Premium,Alloy,unsp,70,5.125855216
unsp,New,f,10,2015,Black,4.7,Gasoline,Mid,Premium,Alloy,unsp,76,5.14321784
550,New,f,44,2015,Silver,4.7,Gasoline,Pac,unsp,unsp,20,11,5.12637496
550,New,f,28,2015,Black,4.7,Gasoline,ENC,unsp,unsp,19,91,5.142874179
320,Used,f,31492,1999,Silver,3.2,Gasoline,Mid,Premium,Alloy,unsp,48,4.145972903
420,Used,f,128394,1995,Black,4.2,Gasoline,SoA,Premium,unsp,unsp,23,3.845035994
500,Used,f,68866,1995,Silver,5,Gasoline,Pac,unsp,unsp,unsp,0,3.896966902
500,Used,f,96000,1998,Black,5,Gasoline,SoA,Bose,unsp,unsp,36,3.977723605
600,Used,f,99689,1995,Black,6,Gasoline,ENC,unsp,Alloy,unsp,26,3.777789187
430,Used,f,184600,2001,Beige,4.3,Gasoline,WSC,unsp,unsp,unsp,10,3.902818468
430,Used,f,111471,2002,Silver,4.3,Gasoline,Mtn,Bose,unsp,unsp,18,3.992332559
430,Used,f,147428,2001,Green,4.3,Gasoline,SoA,unsp,unsp,unsp,15,3.739967697
430,Used,f,64640,2006,Silver,4.3,Gasoline,Pac,Premium,Alloy,unsp,53,4.278639298
430,Used,t,150384,2001,Silver,4.3,Gasoline,SoA,unsp,Alloy,16,41,3.954001168
430,Used,f,21962,2005,Gold,4.3,Gasoline,Mtn,unsp,Alloy,unsp,54,4.1430148
430,Used,f,59180,2004,Blue,4.3,Gasoline,WSC,Premium,unsp,unsp,35,4.144574208
430,Used,f,78134,2006,Black,4.3,Gasoline,Pac,unsp,unsp,unsp,31,4.249858472
430,Used,f,144999,2001,Black,4.3,Gasoline,Mtn,unsp,Alloy,unsp,27,3.902818468
430,Used,f,149120,2002,Green,4.3,Gasoline,SoA,unsp,Alloy,unsp,49,3.999782798
430,Used,f,89841,2002,White,4.3,Gasoline,SoA,unsp,Alloy,unsp,52,4.032215703
430,Used,f,87319,2004,Silver,4.3,Gasoline,ENC,Premium,unsp,unsp,41,4.096214585
430,Used,f,76895,2006,Gray,4.3,Gasoline,Pac,Premium,unsp,unsp,35,4.217167979
430,Used,f,140460,2000,Black,4.3,Gasoline,ENC,unsp,Alloy,unsp,25,3.694605199
430,Used,f,99500,2001,Silver,4.3,Gasoline,ENC,unsp,Alloy,unsp,28,3.977723605
430,Used,f,116325,2002,Beige,4.3,Gasoline,SoA,Premium,Alloy,unsp,42,3.954001168
430,Used,f,80408,2003,Silver,4.3,Gasoline,WSC,unsp,Alloy,unsp,53,4.130333768
430,Used,f,107252,2000,Gray,4.3,Gasoline,Pac,unsp,unsp,unsp,23,3.902601131
55,Used,f,124450,2001,Black,5.4,Gasoline,New,unsp,unsp,unsp,1,4.06069784
55,Used,f,89537,2005,Blue,5.4,Gasoline,WSC,unsp,unsp,unsp,0,4.142702246
55,Used,f,47376,2005,Black,5.4,Gasoline,Pac,unsp,Alloy,unsp,48,4.341849824
55,Used,f,148041,2005,Black,5.4,Gasoline,WSC,Bose,unsp,unsp,5,4.113642583
55,Used,f,91200,2005,Black,5.4,Gasoline,Mid,unsp,unsp,unsp,0,3.812913357
55,Used,f,65901,2003,Black,5.4,Gasoline,Pac,unsp,unsp,unsp,0,4.430413712
500,Used,f,69481,2006,Silver,5,Gasoline,SoA,unsp,unsp,unsp,25,4.300921408
500,Used,f,86856,2000,Black,5,Gasoline,ENC,Bose,Alloy,16,36,3.949390007
500,Used,f,75768,2005,Gray,5,Gasoline,WSC,unsp,Alloy,unsp,27,4.163846876
500,Used,f,127818,2001,Silver,5,Gasoline,SoA,Premium,Alloy,unsp,45,3.999782798
500,Used,f,100100,2005,unsp,5,Gasoline,WSC,Bose,unsp,unsp,53,4.058805487
500,Used,f,190522,2000,Blue,5,Gasoline,Pac,Premium,unsp,unsp,39,3.685741739
