trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount,logprice
500,Used,f,86067,2005,Gray,5,Gasoline,Pac,unsp,Alloy,unsp,27,4.17594647
500,Used,f,59100,2005,Silver,5,Gasoline,WSC,Bose,Alloy,17,55,4.255151851
500,Used,f,105333,2001,Blue,5,Gasoline,Pac,Premium,unsp,unsp,31,4.041195234
500,Used,f,49125,2006,Red,5,Gasoline,WNC,unsp,Alloy,unsp,23,4.060508976
500,Used,f,57018,2000,Blue,5,Gasoline,ENC,unsp,Alloy,unsp,54,4.071550639
500,Used,f,79725,2004,Blue,5,Gasoline,SoA,unsp,Alloy,unsp,51,4.176091259
500,Used,f,45198,2004,Gold,5,Gasoline,SoA,Premium,unsp,unsp,30,4.190331698
500,Used,f,175000,2000,Black,5,Gasoline,SoA,unsp,unsp,unsp,0,3.844539302
500,Used,f,127387,2005,Black,5,Gasoline,Mid,Premium,Alloy,unsp,59,4.145972903
500,Used,f,83633,2006,White,5,Gasoline,SoA,unsp,Chrome,unsp,47,4.252853031
500,Used,f,193680,2005,Black,5,Gasoline,SoA,unsp,Alloy,unsp,51,3.954001168
500,Used,f,184037,2000,Silver,5,Gasoline,ESC,unsp,Alloy,unsp,36,3.69019608
500,Used,f,68597,2005,Silver,5,Gasoline,Pac,Bose,Alloy,unsp,17,4.277609214
500,Used,f,191000,2000,Silver,5,Gasoline,WSC,unsp,Alloy,unsp,47,3.698535493
500,Used,f,88603,2001,unsp,5,Gasoline,ENC,Bose,Alloy,unsp,66,4.078819183
500,Used,f,115678,2003,Silver,5,Gasoline,Mid,unsp,unsp,unsp,30,3.977266212
500,Used,f,137123,2001,unsp,5,Gasoline,Mtn,Premium,unsp,unsp,40,3.844787719
500,Used,f,112540,2003,Blue,5,Gasoline,Mtn,unsp,unsp,unsp,0,3.960090068
500,Used,f,100892,2006,Silver,5,Gasoline,WSC,unsp,Alloy,unsp,49,4.145972903
500,Used,f,98900,2000,Black,5,Gasoline,Mid,Premium,Premium,unsp,38,3.777789187
600,Used,f,46177,2001,Black,5.8,Gasoline,New,unsp,unsp,unsp,39,4.180039811
600,Used,f,120744,2002,White,5.8,Gasoline,SoA,unsp,Alloy,unsp,54,4.037426498
430,Used,f,75505,2006,Black,4.3,Gasoline,SoA,unsp,Alloy,unsp,41,4.228939042
430,Used,f,189614,2003,Black,4.3,Gasoline,Mid,unsp,Alloy,unsp,44,3.739967697
430,Used,f,69285,2006,Silver,4.3,Gasoline,Mid,unsp,Alloy,unsp,44,4.359835482
430,Used,f,166479,2006,Black,4.3,Gasoline,SoA,Bose,Alloy,unsp,21,4.113876533
430,Used,f,81449,2003,Black,4.3,Gasoline,Pac,Premium,Premium,unsp,32,4.109747238
500,Used,f,99517,2003,Silver,5,Gasoline,SoA,Premium,unsp,unsp,46,4.041313715
500,Used,f,85773,2005,Blue,5,Gasoline,WSC,unsp,unsp,unsp,0,4.230321169
500,Used,f,126905,2003,Silver,5,Gasoline,SoA,Bose,Alloy,17,42,3.977494969
500,Used,f,91902,2003,Black,5,Gasoline,New,unsp,Alloy,17,48,4.110017007
500,Used,f,230000,2005,Black,5,Gasoline,SoA,unsp,unsp,unsp,0,3.929418926
500,Used,f,134070,2005,Black,5,Gasoline,SoA,unsp,Alloy,17,54,4.06069784
500,Used,f,187029,2003,Silver,5,Gasoline,SoA,unsp,unsp,unsp,0,3.999956568
500,Used,f,162000,2005,Silver,5,Gasoline,SoA,unsp,unsp,unsp,0,3.897627091
500,Used,f,122525,2004,Black,5,Gasoline,SoA,unsp,Alloy,unsp,77,4.175801633
500,Used,f,57290,2006,Black,5,Gasoline,Pac,Bose,unsp,unsp,39,4.270678836
500,Used,f,77069,2003,Silver,5,Gasoline,Pac,Bose,unsp,unsp,36,4.175743684
500,Used,f,42400,2003,Black,5,Gasoline,WNC,Premium,Alloy,unsp,45,4.252853031
500,Used,f,113634,2006,Silver,5,Gasoline,Mid,unsp,Alloy,unsp,51,3.999782798
550,Used,f,114795,2007,Black,5.5,Gasoline,WNC,unsp,unsp,unsp,74,4.397731497
550,Used,f,34250,2008,White,5.5,Gasoline,Pac,unsp,Alloy,unsp,23,4.612773264
550,Used,t,23998,2007,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,5,4.51839548
550,Used,f,99041,2009,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,53,4.414973348
550,Used,f,107390,2007,Silver,5.5,Gasoline,ENC,unsp,unsp,unsp,2,4.300921408
550,Used,f,85677,2007,Red,5.5,Gasoline,Mtn,Premium,Alloy,18,38,4.321184027
550,Used,f,85860,2007,Silver,5.5,Gasoline,Pac,Premium,Alloy,unsp,58,4.414889822
550,Used,f,109370,2007,Beige,5.5,Gasoline,Mid,unsp,Alloy,unsp,44,4.204092838
550,Used,f,56462,2007,unsp,5.5,Gasoline,Mtn,unsp,unsp,unsp,4,4.568143032
550,Used,t,102614,2007,White,5.5,Gasoline,SoA,Premium,unsp,unsp,31,4.477092301
550,Used,f,81802,2008,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,39,4.477048866
550,Used,f,43831,2007,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,54,4.531312832
550,Used,t,68176,2007,White,5.5,Gasoline,WSC,unsp,unsp,unsp,11,4.488395584
550,Used,f,18144,2007,Black,5.5,Gasoline,Pac,Harman Kardon,Steel,unsp,78,4.51839548
550,Used,t,39272,2008,Gray,5.5,Gasoline,Pac,unsp,Alloy,unsp,58,4.554973458
550,Used,f,61201,2008,Black,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,22,4.524928115
550,Used,f,58000,2007,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,62,4.446257488
550,Used,f,133818,2007,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,0,4.380193146
550,Used,f,97352,2007,Bronze,5.5,Gasoline,SoA,Premium,unsp,unsp,35,4.361708953
550,Used,f,61852,2007,White,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,9,4.447142521
550,Used,f,110998,2007,Blue,5.5,Gasoline,Pac,unsp,Alloy,unsp,39,4.361633414
550,Used,t,16536,2007,Blue,5.5,Gasoline,SoA,Premium,unsp,unsp,60,4.58810356
550,Used,f,79351,2008,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,46,4.475671188
550,Used,f,52514,2009,Blue,5.5,Gasoline,Mtn,Premium,Alloy,unsp,54,4.568096072
550,Used,f,77077,2007,White,5.5,Gasoline,WNC,Harman Kardon,unsp,unsp,33,4.397279379
550,Used,f,81205,2007,Silver,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,39,4.460897843
550,Used,f,106656,2007,Black,5.5,Gasoline,Mid,Premium,unsp,unsp,49,4.378397901
550,Used,t,95431,2007,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,56,4.446925311
550,Used,f,35037,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,62,4.477077823
550,Used,f,11549,2007,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,53,4.530045938
550,Used,f,64891,2007,unsp,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,57,4.414956644
550,Used,f,44401,2009,Silver,5.5,Gasoline,ENC,Harman Kardon,Premium,unsp,40,4.633458356
550,Used,f,73042,2007,Gray,5.5,Gasoline,Mtn,Premium,unsp,unsp,42,4.45484486
550,Used,f,44438,2008,Blue,5.5,Gasoline,SoA,unsp,unsp,unsp,9,4.553883027
550,Used,f,94707,2007,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,0,4.322115879
550,Used,f,26269,2007,Beige,5.5,Gasoline,WSC,Bose,Premium,unsp,9,4.531223375
550,Used,f,72000,2007,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,55,4.477092301
550,Used,f,82685,2007,Gray,5.5,Gasoline,SoA,unsp,unsp,unsp,20,4.477048866
550,Used,f,62929,2007,Silver,5.5,Gasoline,WSC,unsp,Alloy,19,45,4.447080472
550,Used,f,60207,2007,Silver,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,35,4.431170701
600,Used,f,99889,2007,Gray,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,99,4.447080472
63,Used,f,49623,2008,Black,6.3,Gasoline,SoA,unsp,Alloy,unsp,54,4.653202863
63,Used,f,26362,2008,Silver,6.3,Gasoline,WSC,unsp,unsp,unsp,1,4.696793085
65,Used,f,34586,2007,Black,6,Gasoline,SoA,unsp,unsp,unsp,0,4.698891824
550,Used,t,30926,2011,Black,5.5,Gasoline,WSC,Premium,Alloy,unsp,73,4.698865761
550,Used,f,55370,2010,Blue,5.5,Gasoline,SoA,unsp,unsp,unsp,48,4.601929683
550,Used,t,43385,2011,Black,5.5,Gasoline,Mtn,unsp,unsp,unsp,0,4.653087033
550,Used,f,13724,2011,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,0,4.698891824
550,CPO,f,40551,2010,unsp,5.5,Gasoline,Mtn,Harman Kardon,Alloy,unsp,75,4.715066931
550,Used,t,53531,2010,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,10,4.579669294
550,Used,t,43450,2011,Gray,5.5,Gasoline,Mtn,Premium,unsp,unsp,45,4.681232189
550,CPO,t,31345,2010,Silver,5.5,Gasoline,WSC,Premium,Alloy,unsp,63,4.731588765
550,CPO,f,36720,2010,White,5.5,Gasoline,SoA,Premium,Alloy,unsp,67,4.77749932
550,CPO,f,13513,2011,Green,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,52,4.740291617
550,CPO,t,46468,2010,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,75,4.653125646
550,Used,f,33331,2010,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,78,4.600711587
550,Used,f,56063,2011,White,5.5,Gasoline,SoA,Premium,Alloy,unsp,69,4.672070136
550,CPO,t,38294,2011,Black,5.5,Gasoline,SoA,unsp,Alloy,20,84,4.697778404
550,Used,f,40869,2012,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,98,4.66274839
550,Used,f,7559,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,3,4.812184467
550,Used,f,16150,2013,White,4.6,Gasoline,ESC,Harman Kardon,unsp,unsp,53,4.788875116
550,CPO,f,16738,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,43,4.778093341
550,Used,f,12707,2012,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,11,4.792356664
550,CPO,f,24922,2013,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,6,4.812853219
550,Used,f,32390,2012,Black,4.6,Gasoline,WSC,Harman Kardon,unsp,unsp,24,4.755813898
550,CPO,f,39722,2012,Black,4.6,Gasoline,Pac,Premium,unsp,unsp,85,4.724259481
550,CPO,f,26106,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,20,76,4.845023583
550,Used,f,10539,2013,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,2,4.838798735
550,CPO,f,22417,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,20,72,4.799299186
550,Used,t,38293,2012,White,4.6,Gasoline,SoA,Premium,Alloy,18,41,4.724251286
550,Used,f,15771,2012,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,60,4.763390553
550,Used,f,23826,2012,White,4.6,Gasoline,ESC,unsp,Alloy,unsp,80,4.804820679
550,Used,t,18668,2012,White,4.6,Gasoline,SoA,unsp,unsp,unsp,61,4.777426822
550,Used,f,5562,2013,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,40,4.863269314
550,CPO,f,13265,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,21,4.88076216
550,Used,t,21280,2012,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,8,4.715919817
550,Used,t,15787,2013,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,69,4.874991771
550,Used,t,39172,2012,Gray,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,62,4.715961583
550,Used,f,12288,2012,Silver,4.6,Gasoline,Mtn,Harman Kardon,unsp,unsp,28,4.763360598
550,CPO,f,15513,2012,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,79,4.792356664
550,CPO,f,24331,2012,White,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,31,4.748118224
550,CPO,t,10851,2013,Silver,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,73,4.797800558
63,CPO,t,48520,2011,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,34,4.869184766
63,New,f,31,2013,Black,5.5,Gasoline,Mid,Premium,Alloy,18,87,5.197321918
63,Used,t,17785,2013,White,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,66,5.017012459
63,CPO,f,36924,2011,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,76,4.77003418
63,Used,f,15654,2012,Silver,5.5,Gasoline,WNC,unsp,Alloy,unsp,35,4.994048661
63,CPO,f,23373,2011,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,1,5.025285379
63,Used,f,36419,2011,Black,5.5,Gasoline,ESC,unsp,unsp,unsp,0,4.811072059
63,Used,f,32098,2011,Black,5.5,Gasoline,WNC,unsp,Alloy,unsp,45,4.812853219
600,Used,f,31662,2010,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,81,4.777789187
65,CPO,f,38694,2011,Silver,6,Gasoline,Mid,unsp,unsp,unsp,4,4.939019776
65,Used,f,27704,2012,Black,6,Gasoline,SoA,unsp,unsp,unsp,77,4.999565488
550,Used,f,56520,2007,Silver,5.5,Gasoline,ESC,unsp,Alloy,unsp,49,4.476976466
550,Used,f,64935,2008,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,31,4.447080472
550,Used,f,35815,2007,White,5.5,Gasoline,New,Harman Kardon,Alloy,unsp,61,4.476961984
550,Used,f,56721,2008,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,78,4.462323113
550,Used,f,100704,2008,Blue,5.5,Gasoline,SoA,Harman Kardon,Alloy,18,118,4.462323113
550,Used,f,58827,2008,Blue,5.5,Gasoline,Mid,Premium,Alloy,unsp,30,4.424799995
550,Used,f,70242,2007,Gray,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,48,4.439253724
550,Used,f,35601,2008,Black,5.5,Gasoline,New,unsp,unsp,unsp,14,4.623228609
550,CPO,t,60000,2009,Black,5.5,Gasoline,Pac,Harman Kardon,Premium,unsp,44,4.530622257
550,Used,f,97523,2007,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,58,4.379975935
550,Used,f,50374,2007,Silver,5.5,Gasoline,Mid,unsp,unsp,unsp,86,4.515569201
550,Used,f,69461,2007,Black,5.5,Gasoline,New,Premium,unsp,unsp,52,4.402673981
550,Used,f,42906,2008,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,43,4.57863921
550,Used,f,94008,2008,Gray,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,68,4.392045903
550,Used,f,59305,2008,Silver,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,50,4.414889822
550,Used,f,106742,2009,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,13,4.431202885
550,Used,f,53614,2007,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,57,4.505122834
550,Used,f,44771,2008,Black,5.5,Gasoline,Mtn,unsp,unsp,unsp,28,4.568131292
550,Used,f,29610,2009,White,5.5,Gasoline,ENC,unsp,Alloy,unsp,51,4.662738949
550,Used,f,49528,2008,White,5.5,Gasoline,SoA,Premium,Alloy,unsp,42,4.552668216
550,Used,f,79444,2007,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,77,4.469748401
550,Used,t,60182,2008,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,36,4.53145337
550,Used,f,59844,2009,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,67,4.531466143
550,Used,f,88091,2007,Black,5.5,Gasoline,Mid,Premium,unsp,unsp,54,4.397922637
550,Used,f,61355,2007,Black,5.5,Gasoline,Mtn,Harman Kardon,Premium,unsp,22,4.51839548
550,Used,f,76670,2007,Gray,5.5,Gasoline,Mid,unsp,Alloy,unsp,37,4.431347679
550,Used,f,81999,2008,Beige,5.5,Gasoline,ENC,Premium,Alloy,unsp,64,4.414839698
350,CPO,t,35014,2012,Silver,3,Diesel,Pac,unsp,unsp,unsp,79,4.715752717
350,Used,f,50884,2012,Silver,3,Diesel,SoA,unsp,unsp,unsp,6,4.681195996
350,Used,f,26703,2012,White,3,Diesel,SoA,unsp,unsp,unsp,6,4.698926573
350,CPO,f,22180,2012,Black,3,Diesel,ENC,Premium,Alloy,unsp,72,4.755112266
550,Used,t,21151,2010,Silver,5.5,Gasoline,Mid,unsp,Alloy,unsp,81,4.601201412
550,Used,f,22775,2011,White,5.5,Gasoline,ENC,unsp,unsp,unsp,0,4.724234896
550,CPO,f,24784,2011,Black,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,90,4.680226699
550,Used,f,35088,2011,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,80,4.669316881
550,Used,t,104354,2010,Silver,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,23,4.583142074
550,Used,f,33301,2010,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,79,4.680797669
550,Used,f,65294,2010,Black,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,29,4.531415046
550,Used,t,64319,2011,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,44,4.596586101
550,Used,t,64760,2011,Silver,5.5,Gasoline,ENC,Premium,Alloy,unsp,68,4.624395555
550,CPO,f,39127,2011,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,79,4.748141493
550,Used,f,31049,2010,Silver,5.5,Gasoline,SoA,Harman Kardon,Premium,unsp,61,4.6074443
550,Used,t,87655,2010,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,62,4.543981177
550,Used,t,32537,2010,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,25,4.612730891
550,Used,f,43742,2011,Silver,5.5,Gasoline,ESC,Premium,Alloy,unsp,65,4.738598243
550,Used,f,40463,2010,Black,5.5,Gasoline,ESC,Harman Kardon,unsp,unsp,54,4.601516784
550,Used,f,24000,2011,Black,5.5,Gasoline,WNC,unsp,unsp,unsp,16,4.707570176
550,CPO,f,43516,2011,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,61,4.662738949
550,Used,f,45205,2011,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,93,4.612762671
550,CPO,f,34058,2011,Silver,5.5,Gasoline,Mid,unsp,unsp,unsp,4,4.777426822
550,Used,f,20977,2011,Black,5.5,Gasoline,SoA,Premium,unsp,unsp,38,4.777789187
550,Used,f,33819,2011,Gray,5.5,Gasoline,SoA,unsp,unsp,unsp,29,4.672051654
550,Used,f,46995,2010,unsp,5.5,Gasoline,Mid,unsp,unsp,unsp,52,4.690151762
550,Used,f,51269,2011,White,5.5,Gasoline,Mid,unsp,unsp,unsp,5,4.698926573
550,CPO,t,24535,2010,Black,5.5,Gasoline,WNC,Premium,Alloy,unsp,89,4.589949601
550,Used,t,50363,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,54,4.602049134
550,CPO,f,13214,2011,Black,5.5,Gasoline,WNC,Harman Kardon,Alloy,18,53,4.785052083
550,Used,t,27459,2013,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68,4.805419293
550,Used,f,9691,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,43,4.874800608
550,Used,f,29417,2013,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,33,4.740323206
550,CPO,t,18895,2012,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,30,4.812866584
550,CPO,t,36074,2013,Gray,4.6,Gasoline,Mid,Premium,Alloy,unsp,71,4.770807844
550,New,f,5,2013,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,1,4.994642642
550,CPO,f,7784,2013,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,56,4.874447026
550,CPO,f,22386,2012,Silver,4.6,Gasoline,New,Harman Kardon,unsp,unsp,55,4.845023583
550,Used,t,17426,2012,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,46,4.731508184
550,CPO,t,18561,2012,Silver,4.6,Gasoline,Mid,Premium,Alloy,20,65,4.751279104
550,CPO,t,24223,2013,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,72,4.83879244
550,CPO,t,45623,2012,unsp,4.6,Gasoline,SoA,Premium,Alloy,unsp,66,4.715961583
550,CPO,t,41191,2012,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,74,4.755493728
550,CPO,t,17913,2013,White,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,80,4.838118358
550,CPO,f,29460,2013,Gray,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,4.762678564
550,CPO,t,44763,2012,Red,4.6,Gasoline,New,unsp,unsp,unsp,5,4.732377675
550,CPO,f,6210,2013,unsp,4.6,Gasoline,Mid,Harman Kardon,Alloy,unsp,72,4.860332016
550,Used,f,30966,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,67,4.71595323
550,CPO,f,13884,2012,Silver,4.6,Gasoline,Mid,Premium,Alloy,18,73,4.799347443
550,CPO,t,23478,2012,White,4.6,Gasoline,Mid,unsp,unsp,unsp,79,4.770800482
550,CPO,f,19375,2013,Black,4.6,Gasoline,ENC,Harman Kardon,unsp,18,104,4.844787719
550,CPO,t,15976,2013,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,76,4.886439961
550,Used,f,23711,2013,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,69,4.769783364
550,CPO,f,21249,2013,Black,4.6,Gasoline,Mtn,Premium,unsp,unsp,86,4.785294236
550,Used,f,18850,2012,White,4.6,Gasoline,WNC,Harman Kardon,Alloy,unsp,79,4.777789187
550,CPO,f,25413,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,74,4.770785758
550,Used,f,11502,2012,Black,4.6,Gasoline,New,unsp,unsp,unsp,0,4.785315596
550,Used,f,44060,2012,Silver,4.6,Gasoline,WSC,Harman Kardon,Alloy,18,64,4.653164256
550,Used,f,39280,2013,White,4.6,Gasoline,SoA,unsp,unsp,unsp,32,4.694385803
550,CPO,t,5330,2013,Silver,4.6,Gasoline,New,unsp,unsp,unsp,48,4.876483418
550,Used,f,24799,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,20,4.762678564
600,New,f,18,2015,Black,unsp,unsp,SoA,unsp,unsp,unsp,0,5.219073445
63,New,f,10,2015,Black,5.5,Gasoline,WSC,unsp,unsp,20,78,5.224960155
63,New,f,22,2015,Silver,5.5,Gasoline,Mid,Premium,Alloy,20,82,5.230257279
63,New,f,20,2015,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,0,5.186490165
63,New,f,86,2014,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,62,5.172894698
unsp,New,f,14,2015,Black,unsp,unsp,SoA,unsp,unsp,unsp,0,5.207674752
63,New,f,10,2015,Black,5.5,Gasoline,Pac,unsp,unsp,20,10,5.180527283
63,New,f,19,2015,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,65,5.199905948
65,New,f,7,2015,Black,6,Gasoline,Pac,Premium,Alloy,unsp,72,5.357677623
65,New,f,8,2015,Black,6,Gasoline,ENC,Premium,Alloy,unsp,73,5.35595889
550,CPO,f,1474,2014,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,98,5.053043852
550,Used,f,5073,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.078909727
550,CPO,f,6996,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,19,5,4.966521867
550,New,f,8,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.116026303
550,New,f,7,2014,Blue,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.039314954
550,New,f,68,2015,Silver,4.6,Gasoline,SoA,unsp,Alloy,18,63,5.016594647
550,Used,f,22,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,85,5.032880548
550,New,f,14,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,19,76,5.05482364
550,New,f,10,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,77,5.035449751
550,New,f,21,2014,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,63,5.080716655
550,New,f,15,2014,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,53,5.146546618
550,New,f,5,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.038918066
550,New,f,12,2015,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,2,5.05482364
550,New,f,1,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,69,5.012900467
550,New,f,18,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,11,4.990742765
550,New,f,18,2014,Silver,4.6,Gasoline,SoA,Premium,unsp,unsp,88,5.003266607
550,New,f,9,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,58,5.0533858
550,New,f,15,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.021912521
550,New,f,10,2015,White,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.059714846
550,New,f,5,2015,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,66,5.064963124
550,Used,f,49,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.06276995
550,New,f,11,2014,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,64,5.028042295
550,New,f,20,2014,unsp,4.6,Gasoline,Mtn,unsp,unsp,unsp,0,5.035929789
550,New,f,13,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0,5.009302139
550,New,f,1,2015,Blue,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,5.020713383
550,New,f,1,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,68,5.02442409
550,New,f,13,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,20,11,5.019124602
550,New,f,5,2015,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.079777991
550,Used,t,13349,2014,Black,4.6,Gasoline,Pac,Premium,unsp,unsp,13,4.938959801
550,New,f,12,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.103512954
550,New,f,10,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,19,79,5.04981864
550,New,f,1,2015,Beige,4.6,Gasoline,SoA,unsp,unsp,unsp,1,5.04060234
550,Used,f,2258,2014,Silver,4.6,Gasoline,SoA,Premium,Alloy,19,75,4.954199078
550,New,f,22,2015,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,1,5.084808554
550,New,f,6,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,1,5.071292734
550,New,f,6,2015,White,4.6,Gasoline,Pac,unsp,unsp,unsp,0,5.013427127
550,New,f,25,2015,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,68,5.038341934
550,New,f,9,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,74,5.032235865
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,15,5.068352866
550,New,f,1,2015,Black,4.6,Gasoline,Pac,unsp,Alloy,19,88,5.031711355
550,New,f,10,2014,Blue,4.6,Gasoline,SoA,unsp,unsp,unsp,12,5.065658127
550,New,f,12,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,74,5.005330687
550,New,f,15,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,74,5.058596823
